articulo,parrafo,titulo,texto,categoría,medio,fecha,autor,sección
11,33,Libro digital: un mercado aún incipiente en Colombia,"""Imaginen un futuro en donde las personas con problemas visuales puedan 'oír' las imágenes, en donde los niños con dificultades auditivas puedan 'leer' los sonidos (graficaremos las ondas sonoras con tal propósito). Nuestro proyecto es crear libros que sean accesibles, con versiones en alto contraste para la población de baja visión e incluso con videos de intérpretes para las personas sin capacidad de escucha"", señala Saab.",Mercado,El Tiempo,11/18/2014,Edgar Medina,Tecnósfera
11,34,Libro digital: un mercado aún incipiente en Colombia,"Por el momento, LuaBooks busca financiación para concretar el sueño de diseñar libros accesibles. Otra de sus ideas es crear aplicaciones móviles que conviertan a los libros físicos en textos animados. Se trataría de una aplicación del concepto de realidad aumentada.",Mercado,El Tiempo,11/18/2014,Edgar Medina,Tecnósfera
11,35,Libro digital: un mercado aún incipiente en Colombia,Ventajas del ‘e-reader’,Mercado,El Tiempo,11/18/2014,Edgar Medina,Tecnósfera
11,36,Libro digital: un mercado aún incipiente en Colombia,Estas son algunas de sus virtudes,Mercado,El Tiempo,11/18/2014,Edgar Medina,Tecnósfera
11,37,Libro digital: un mercado aún incipiente en Colombia,"Algunas personas creen que los ‘e-readers’ o lectores digitales son iguales a las tabletas. Pero si bien es posible descargar ‘apps’ para leer libros en el celular o la tableta, dispositivos como el Kindle, el Papyre y el Nook cuentan con una tecnología denominada ‘tinta electrónica’. La idea es sentir que se tiene un libro real en las manos. La pantalla carece de brillo y su opacidad se asemeja a la de una página en papel, por lo que no cansan la vista. Varias tiendas ofrecen libros electrónicos, como la sección Libros de Google, la Librería Nacional, la Editorial Norma y la Librería de la U.",Mercado,El Tiempo,11/18/2014,Edgar Medina,Tecnósfera
12,1,Alejandría Digital,"La semana pasada se inició la Feria Internacional del Libro, en Corferias. Esta edición del evento tiene algo que estaba en mora de llevarse a cabo. Se llama Alejandría Digital, en alusión a la antigua biblioteca con ese nombre y a la innovación de los libros digitales, y estará en uno de los pabellones del recinto.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,2,Alejandría Digital,"En Alejandría Digital, proyecto liderado por la Cámara Colombiana de Informática y Telecomunicaciones, se harán actividades para acercar a personas de diferentes edades a la lectura de libros digitales y las diferentes posibilidades que esto ofrece.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,3,Alejandría Digital,"Colombia está en el segundo puesto, después de Brasil, en la lista de países latinoamericanos con mayor publicación de libros digitales y eso hace que ideas como esta en la Feria sean fundamentales para que esta tecnología empiece a penetrar entre los colombianos y se convierta en algo de trascendencia.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,4,Alejandría Digital,"El papel –por rico que huela, como lo afirman muchos– está destinado a desaparecer. Ya existen aplicaciones muy populares como Kindle, de Amazon, que funcionan en todas las plataformas, como Windows y Mac, en diferentes aparatos como portátiles, computadores, tabletas, teléfonos inteligentes y lectores Kindle y el iBook de Apple.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,5,Alejandría Digital,"Los libros para Kindle o iBook se pueden adquirir a precios bastante cómodos, muy por debajo de lo que cuestan en papel, y en esos aparatos se puede hacer lo mismo, o más, que en libros de papel. Podemos subrayar, hacer anotaciones cuando se requiera y marcar páginas para volverlas a leer. También ver, si así se quiere, lo que otros lectores subrayaron en el libro.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,6,Alejandría Digital,"El Ministerio de Educación debería implantar los libros digitales en los colegios públicos, financiando o regalando tabletas para que puedan ser usados como textos educativos por los estudiantes. Esto traería muchos beneficios, entre los que se destacaría la difusión de lectura, además de disminuir la inversión en libros para los colegios, ya que se editarían una sola vez en formato digital.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
12,7,Alejandría Digital,"Ojalá el próximo año Colombia esté ubicado como el primer país latinoamericano en publicación de libros digitales y que los colegios públicos tengan todos sus textos en este medio. Estamos en mora de diseñar una estrategia para hacer esto. Importante asistir al pabellón Alejandría Digital, en donde se podrá empezar a entender y usar la lectura digital.",Opinión,El Tiempo,4/27/2015,Guillermo Santos Calderón,Opinión
13,1,El despegue del libro digital,"Este sector, en alza, ofrece varias vías de negocio. Habla el experto Carlos Mondragón.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,2,El despegue del libro digital,Mucho se ha especulado sobre las implicaciones de la llegada del formato digital a la cadena productiva del libro.,Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,3,El despegue del libro digital,"Pues bien, lo que parece innegable es la oportunidad laboral y de negocio que significa. Así lo asegura el mexicano Carlos Mondragón, director del grupo Digono, especializado en el desarrollo de contenidos digitales en Latinoamérica, quien fue el invitado central de la Semana del Libro Digital, que acaba de finalizar, organizada por la Biblioteca Nacional.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,4,El despegue del libro digital,"En su presentación ‘El ecosistema del libro digital’, el especialista dejó claro que este formato contiene una gran cantidad de posibilidades, en donde la oferta más creativa e innovadora llevará las de ganar. La clave: apartarse de la vieja idea de hacer réplicas de libros impresos, y entender el nuevo concepto de ‘transmedia’ (narraciones a través de soportes tecnológicos).",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,5,El despegue del libro digital,"El ‘ecosistema’ actual del libro digital abrió un abanico de nuevos jugadores, que se convierten en un desafío para el sector editorial tradicional.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,6,El despegue del libro digital,"De una cadena productiva sencilla y casi lineal que se iniciaba con el autor, pasaba por el editor y las librerías –entre otros– para terminar en el lector, el entorno del libro digital presenta un panorama de muchas vías, ampliando las oportunidades y la competencia.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,7,El despegue del libro digital,"Y en este nuevo mapa, como lo anota Mondragón, los niños serán un motor importante del crecimiento de los formatos digitales.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,8,El despegue del libro digital,"Mondragón aporta datos reveladores del informe Global Entertainment and Media Outlook (Gemo) 2012-2016. Para el 2017 habrá 410 millones de usuarios de tabletas, lo que refleja un crecimiento del 182 por ciento, con respecto al 2012.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,9,El despegue del libro digital,"A esto se une la influencia de los menores en la decisión de compra, en especial de sus madres. “Más del 60 por ciento de las personas que compran libros para niños son mujeres entre 18 y 44 años”, resalta Mondragón.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,10,El despegue del libro digital,"El mexicano recuerda que los gobiernos de Colombia y Chile están invirtiendo en tabletas para usar en el campo educativo y advierte que en Corea, a partir del próximo año, toda la educación estará basada en tabletas. “Esto es una tendencia irreversible”, dice.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,11,El despegue del libro digital,"El informe afirma que para el 2016 el mercado del entretenimiento crecerá 5,1 por ciento; y el gasto en contenido digital, en los próximos cinco años, crecerá 12,1 por ciento, mientras que el de contenido no digital será de tan solo 2,8 por ciento.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
13,12,El despegue del libro digital,"Frente a este panorama, el experto advierte que una de las competencias directas serán los videojuegos y explica diferentes modelos de negocio. “Puedes pagar por la descarga, es decir, comprar el libro; pero hay otra tendencia que se llama ‘premium’: ¿por qué no regalas un capítulo y vendes los demás? Este es solo un ejemplo”, concluye.",Mercado,El Tiempo,9/22/2015,Carlos Restrepo,Libros
14,1,Wikipedia llega a los anaqueles,"La entrada de Wikipedia de ""quijotismo"" sólo tiene 255 palabras. Pero si alguien podría reclamar una mención personal es Michael Mandiberg.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,2,Wikipedia llega a los anaqueles,"En los últimos tres años ha estado totalmente volcado a un proyecto que podría hacer sonrojar al más intrépido de los aventureros digitales: transformar la Wikipediaen inglés en un material de consulta a la antigua, impreso, de 7600 volúmenes.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,3,Wikipedia llega a los anaqueles,"Mandiberg, artista interdisciplinario que enseña en el College de Staten Island y el Centro de Graduados de la City University de New York, describe el proyecto como mitad visualización de datos utilitario, mitad gesto poético absurdo.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,4,Wikipedia llega a los anaqueles,"""Cuando empecé, me preguntaba: '¿Qué pasa si tomo esta cosa nueva y la transformo en esa cosa vieja?'"", dijo en una reciente entrevista en su estudio de paredes blancas despojadas en el centro de Brooklyn. ""'¿Cómo se vería?'""",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,5,Wikipedia llega a los anaqueles,"El jueves él y el resto del mundo lo sabrá cuando se inaugure la muestra ""De Aaaaa! A ZZZap!"" basada en su proyecto mayor, Print Wikipedia (Wikipedia impresa) en la Denny Gallery en el Bajo del Lado Este de Manhattan. Allí Mandiberg oprimirá el botón ""start"" (comenzar) y un programa de computadora comenzará a subir los 11 gigabytes de datos muy comprimidos de una Mac Mini al sitio de impresión a demanda en la red Lulu.com.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,6,Wikipedia llega a los anaqueles,"La página de subidas de Lulu.com se proyectará a un muro de la galería, que se mantendrá abierta las 24 horas el fin de semana y luego en su horario habitual, hasta que se termine la subida del material, aproximadamente en dos semanas. Para los que sepan programación, las operaciones técnicas se seguirán en un monitor en la galería y online en www.printwikipedia.com. Para los que prefieren las cosas impresas, las otras paredes de la galería estarán cubiertas de empapelado que mostrará los lomos de los primeros 1980 volúmenes de la colección, con un suplemento de 106 volúmenes físicos, cada uno de los cuales con 700 páginas.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,7,Wikipedia llega a los anaqueles,"Todos saben que Wikipedia es inmensa, pero se necesita el libro físico -que aún es una unidad de medida ""cognitivamente útil"" según Mandiberg- para tener noción de su verdadera dimensión. Pero no va a imprimir los 7600 volúmenes.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,8,Wikipedia llega a los anaqueles,"""No necesitaremos ver todo para entender su dimensión"" dijo Mandiberg. ""Aunque sólo tengamos un estante, nuestro cerebro humano puede imaginar el resto"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,9,Wikipedia llega a los anaqueles,"Mandiberg, experimentado contribuyente a Wikipedia, con cerca de 2000 entradas a su nombre, comenzó a pensar en el proyecto en 2009. En 2012 colocó el proyecto como prioridad, lanzándose a lo que llamó ""una serie de tareas de programación no triviales sin fin"" necesarias para formatear los datos detrás de Wikipedia -todo lo cual está libremente disponible online""- para subirlos.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,10,Wikipedia llega a los anaqueles,"""No necesitaremos ver todo para entender su dimensión. Aunque sólo tengamos un estante, nuestro cerebro humano puede imaginar el resto, dijo Michael Mandiberg, artista del College de Staten Island y el City University de Nueva York """,Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,11,Wikipedia llega a los anaqueles,"Tomó contacto con Lulu.com en el otoño boreal pasado. ""Fue ciertamente una consulta muy interesante"", dijo Dan Dillon, vicepresidente de Marketing de la compañía, que dio apoyo técnico y alguna ayuda financiera para el proyecto. ""No es todo los días que viene alguien y le dice: 'Quisiera hacer un inventario impreso de la mayor reserva de conocimiento humano en inglés y quisiera usar su sitio en la red.'"" Ha habido otros esfuerzos para medir Wikipedia en términos de páginas impresas. Pero Mandiberg parece haber adoptado la medida más concreta de su tamaño hasta ahora, al menos hasta el 7 de abril cuando cosechó los datos. Según estimaciones de la Fundación Wikimedia, ha habido 7,5 millones agregados desde entonces.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,12,Wikipedia llega a los anaqueles,"El proyecto de Mandiberg, como la enciclopedia digital en evolución misma, es en realidad ""un gesto de conocimiento"" dijo Katherine Maher, jefa de comunicaciones de Wikimedia, agregando: ""La realidad es que el conocimiento ha superado nuestra capacidad de contenerlo en volúmenes en un estante"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,13,Wikipedia llega a los anaqueles,"El título de la instalación en la Denny Gallery será ""De Aaaaa! A ZZZap!"", pero a la enciclopedia de Mandiberg le lleva un tiempo llegar a la letra A: los artículos están diagramados con tres columnas por página, usando una tipografía de fuente abierta llamada Cardo.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,14,Wikipedia llega a los anaqueles,"Primero viene el índice de 91 volúmenes, que tiene el listado de los casi 11,5 millones de artículos. Después vienen los 500 volúmenes que contienen entradas que comienzan con símbolos tipográficos y números, empezando por ""!"" (el signo de exclamación), ""!!"" (que indica una gran jugada en ajedrez) y ""!!!""Una banda de dance-punk de Sacramento, cuyo nombre habitualmente se pronuncia ""Chk Chk Chk"").",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,15,Wikipedia llega a los anaqueles,"También hay un índice de contribuyentes de 36 volúmenes, que tiene la lista de los casi 7,5 millones de usuarios que han hecho aunque sea un aporte desde el comienzo de Wikipedia en 2001, estadística que Mandiberg puede ser el primer en establecer.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,16,Wikipedia llega a los anaqueles,"Si bien Wikimedia ahora tiene un equipo de analítica, seguir el tamaño y el crecimiento de Wikipedia ""es algo que tuvimos que hacer retroactivamente"" dijo Maher. Hasta hace poco ""el centro estaba puesto en asegurarnos de que funcionen los servidores"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,17,Wikipedia llega a los anaqueles,"Se puede solicitar cualquier volumen de la enciclopedia de Mandiberg a Lulu.com por US$ 80. También habrá volúmenes escogidos a la venta en la galería por US$ 68, incluyendo los que tienen entradas para términos resonantes como ""estética"", ""apropiación"", ""entropía"" y ""tiempo"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,18,Wikipedia llega a los anaqueles,"""La realidad es que el conocimiento ha superado nuestra capacidad de contenerlo en volúmenes en un estante, dijo Katherine Maher, jefa de comunicaciones de Wikimedia """,Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,19,Wikipedia llega a los anaqueles,"Esos volúmenes tienen ""poesía de lomo"" especialmente significativa, como dijo Mandiberg. El artículo sobre ""historia"", por ejemplo, aparece en el volumen 2919, que va de la ""Historicidad de Jesús"" a ""Historia y uso de la votación de desempate instantánea"". El artículo de ""humanismo"" aparece en un volumen titulado ""Hulk (Aqua Fuerza Hambre Adolescente - Humanitarismo en África).",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,20,Wikipedia llega a los anaqueles,"Estos conglomerados de palabras generados por algoritmo ""representan las fallas del humanismo como idea, considerando que Wikipedia misma es un acto de humanismo increíble"" dijo Mandiberg. ""Es todas estas contradicciones en una cosa"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,21,Wikipedia llega a los anaqueles,"Al terminar de subirse cada volumen, el título se publicará en @PrintWikipedia en Twitter. Habrá una fiesta cuando se termine la subida completa, que Mandiberg estima que llevará entre 11 y 14 días. Ese momento -y el gran gesto fútil que representa- será celebrado con brindis y una proyección de la página de confirmación, incluyendo un botón de ""compre Ahora"" que ofrecerá todo el conjunto por US$ 500.000.",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
14,22,Wikipedia llega a los anaqueles,"Si bien el precio es real, el botón es sólo de muestra. ""El pedido es tan grande que supera la capacidad del carrito de compras"" dijo Mandiberg. ""Pero simbólicamente quería poder decir: 'Cómprelo Ahora'"".",Postdigital,Portafolio,7/11/2015,Jennifer Schuessler,Mundo Fin de Semana
15,1,Un atlas mundial de literatura,World Literary Atlas es una web colaborativa para poner citas literarias por ciudades y países.,Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,2,Un atlas mundial de literatura,"Recorrer el mundo a través de la literatura, más exactamente a través de citas literarias. Es lo que propone World Literary Atlas, una web colaborativa que permite no solo descubrir qué se ha escrito de nuestras ciudades o países y seguir los pasos de los escritores por el mundo, sino alimentar la página constantemente.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,3,Un atlas mundial de literatura,"Así, se puede ir de la mano de Ernest Hemingway por La Habana o Madrid, viajar a Granada a través de los textos de Federico García Lorca o al Ponts des Arts de Rayuela con Julio Cortázar, como posibilidades infinitas de revisitar “todas las descripciones de lugares escondidas en la literatura”.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,4,Un atlas mundial de literatura,"Este atlas literario virtual surgió en Sevilla por el interés de la diseñadora gráfica Elisabeth Breil y el periodista Pablo Santiago, amantes de la literatura y de los viajes.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,5,Un atlas mundial de literatura,"“Desde Homero, una de las constantes en la literatura ha sido la descripción de lugares. El hombre siempre ha sentido la necesidad de describir los sitios en los que ha estado, y este impulso ha sido uno de los motores del desarrollo de la escritura y la literatura”, escribió Santiago.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,6,Un atlas mundial de literatura,"“Incluso, muchos de los lugares imaginarios, como el Macondo de García Márquez, tienen su correlación con lugares reales, que realmente existen”, agregó.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,7,Un atlas mundial de literatura,"Aunque comenzaron en abril pasado, ya se pueden ver citas literarias de 500 lugares geolocalizados desde Indonesia, Malasia, Estados Unidos hasta Tanzania, entre otros países.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,8,Un atlas mundial de literatura,"De Colombia solo hay tres citas hasta el momento. Una, sobre la Cartagena de Gabriel García Márquez en El amor en los tiempos del cólera; otra, un poema de Jorge Guillén dedicado a la Heroica y una más sobre Santa Rosa de Osos, un municipio lechero de Antioquia honrado con un poema del escritor David Fernández Rivera. El objetivo es también servir de guía de viajes que permita conocer el espíritu de los lugares.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,9,Un atlas mundial de literatura,"“¿No es más enriquecedor visitar Madrid habiendo leído antes lo que Pablo Neruda, Luis Cernuda, Ramón Gómez de la Serna o Pío Baroja han escrito sobre esta ciudad? ¿O sabiendo, gracias a una crónica de Hemingway, como se vivía en ella en la Guerra Civil?”, se pregunta Breil.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,10,Un atlas mundial de literatura,"En el World Literary Atlas se pueden ver citas como esta: “Te quiero tanto como a la libertad, a la dignidad y al derecho de todos los hombres a trabajar y a no tener hambre. Te quiero como quiero a Madrid, que hemos defendido, y como quiero a todos mis camaradas que han muerto”, escrita por Hemingway en su libro Por quien doblan las campanas, cita alimentada por un amante de la lectura.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,11,Un atlas mundial de literatura,"Para participar de esta suerte de Wikipedia de la literatura hay que inscribirse en la página, aunque si la intención es solo informativa, simplemente se puede acceder a leer los fragmentos usando el buscador de ciudades y escritores o el mapa de geolocalización.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,12,Un atlas mundial de literatura,"Las reglas de uso de esta web tienen en cuenta los derechos de autor y señalan que lo hacen bajo el “derecho universal a la cita”, pero que estas “deben ser pertinentes y tener una longitud proporcionada para cumplir su finalidad educativa”, y mencionar obligatoriamente al autor y la obra de la que fueron extraídas.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,13,Un atlas mundial de literatura,"“World Literary Atlas rechaza tajantemente la reproducción de obras y capítulos completos o fragmentos excesivamente largos y no relevantes protegidos por derechos de autor. Si este fuera el caso, cualquier usuario puede registrarse y borrar los contenidos que violen los derechos de propiedad intelectual”, señalan.",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
15,14,Un atlas mundial de literatura,"Para ver las citas de su ciudad, ingrese a: www.worldliteraryatlas.com",Postdigital,El Tiempo,7/29/2015,Catalina Oquendo,Cultura y Entretenimiento
16,1,El libro digital gana terreno en Colombia,"Por primera vez en la Feria del Libro, los contenidos electrónicos tienen su propio pabellón.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,2,El libro digital gana terreno en Colombia,"Feria Internacional del Libro de Bogotá (Filbo) acoge, por primera vez, al soporte digital como uno de sus protagonistas. En el pabellón 19 de Corferias se instauró una muestra de contenidos en formato electrónico, denominada Alejandría Digital.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,3,El libro digital gana terreno en Colombia,Para profundizar sobre este tema visite el reportaje: Libro digital: un mercado aún incipiente en Colombia,Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,4,El libro digital gana terreno en Colombia,"La zona de experiencia se adecuó con teléfonos inteligentes, tabletas y pantallas donde los visitantes experimentan con contenidos digitales.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,5,El libro digital gana terreno en Colombia,"En Alejandría Digital se exponen varias iniciativas de carácter tecnológico, entre ellas Paulinas EdHumani, un proyecto de educación virtual que aborda problemáticas en el área de pedagogía y cultura religiosa. Así mismo, se exhibe una plataforma web denominada Ukanbook, una propuesta virtual de evaluación escolar para que los estudiantes mejoren de forma gratuita su nivel académico.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,6,El libro digital gana terreno en Colombia,"También se muestran aplicaciones móviles como Innpactia,un proyecto cuyo foco es brindar acceso a información de becas y convocatorias de formación para colegios y universidades, y Witsbee, un conjunto de más de 40 herramientas educativas para diseñar actividades de apoyo pedagógico, como sopas de letras, sudokus y crucigramas.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,7,El libro digital gana terreno en Colombia,Mercado incipiente,Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,8,El libro digital gana terreno en Colombia,"El esfuerzo, liderado por la Cámara Colombiana de Informática y Telecomunicaciones (CCIT), Fundalectura y la Cámara Colombiana del Libro, entre otras firmas asociadas, busca impulsar la incipiente cultura de producción y lectura en soporte electrónico.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,9,El libro digital gana terreno en Colombia,"Las cifras de un estudio adelantado por la CCTI corroboran que, en Colombia, el mercado de libros electrónicos se encuentra en ciernes: solo el 1,5 por ciento de los contenidos editoriales adquiridos en el mercado son digitales.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,10,El libro digital gana terreno en Colombia,"“En otros países, como Inglaterra, el 85 por ciento de los libros adquiridos son electrónicos. En Colombia, hay un largo camino por recorrer”, indicó Alberto Samuel Yohai, presidente de la CCIT.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,11,El libro digital gana terreno en Colombia,"No obstante la aún exigüa demanda, los avances en término de producción de contenidos digitales son alentadores. Yohai destaca que una tercera parte de los libros publicados en Colombia también son lanzados en versión digital. “Es un gran acontecimiento porque ayuda a generar la oferta necesaria”, señaló.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,12,El libro digital gana terreno en Colombia,"Para Enrique González, presidente ejecutivo de la Cámara Colombiana del libro, fomentar los libros electrónicos es fundamental porque constituyen una revolución: “Lo que queremos es que la gente lea más y con más facilidad”, argumenta, “eso es posible a través de los textos digitales”.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,13,El libro digital gana terreno en Colombia,"Sin embargo, Carmen Barvo, directora de Fundalectura, advierte que aún existe el prejuicio de que los contenidos digitales deben ofrecerse de forma gratuita. Para Barvo, es fundamental que se valore el trabajo de las editoriales como es debido.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,14,El libro digital gana terreno en Colombia,"A la crítica al bajo pago que se otorga a los productos editoriales en soporte digital, Zuccardi añadió una mordaz solicitud: ""Las empresas detrás de los libros, por su lado, también deben bajar los precios. Son apenas un poco más bajos que los de papel, a pesar de que se ahorran la impresión y la distribución"", señala.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,15,El libro digital gana terreno en Colombia,Libro digital en el Plan Nacional de Desarrollo,Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,16,El libro digital gana terreno en Colombia,Durante el lanzamiento del Pabellón Alejandría Digital se conoció que el Plan Nacional de Desarrollo (PND) incluirá un artículo referente al libro electrónico. Así lo reveló el senador de la República Andrés García Zuccardi.,Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,17,El libro digital gana terreno en Colombia,"En el artículo se busca el fomento de los libros digitales y en él se enuncia: “El libro electrónico permite el acceso a la lectura a través de herramientas de Tecnologías de la Información y las Comunicaciones (TIC). Promover su producción y uso permitirá ofrecer más libros a través de estas y hacerlas accesibles en zonas urbanas y rurales. Este es, además, el primer paso para reglamentar lo necesario para la producción y uso del libro electrónico”.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,18,El libro digital gana terreno en Colombia,"Zuccardi explicó la relevancia del artículo a Tecnósfera: “Refleja el compromiso del Gobierno Nacional con los libros electrónicos. No solo se compromete con llevarlos a las ciudades, sino también al campo. Además, constituye un primer paso para incluir los contenidos digitales en las leyes. Quizá también veamos, en un futuro, una ley de fomento a la lectura en nuestro país”.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,19,El libro digital gana terreno en Colombia,Las ventajas del libro electrónico,Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,20,El libro digital gana terreno en Colombia,"El libro digital supone varias ventajas. En primer lugar, se reducen los costos de producción y distribución. No es necesario imprimir el texto, y llevarlo a un público mayor es más fácil, gracias a internet.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
16,21,El libro digital gana terreno en Colombia,"En segunda instancia, se trata de productos de lectura enriquecidos por elementos interactivos. “En un libro digital, la experiencia de lectura está acompañada por imágenes en movimiento, por hipervínculos, por videos y otros elementos dinámicos”, explica el senador Andrés García Zuccardi. En un futuro se verán libros personalizados, a gusto del lector, gracias al análisis de datos.",Mercado,El Tiempo,4/28/2015,Édgar Medina,Tecnósfera
17,1,Una industria que se lee bien,Los ebooks representan más del 12% del negocio de libros en el mundo. Aquí la historia de una plataforma que facilita a los autores participar de la torta.,Mercado,El Espectador,3/28/2015,NA,Tecnología
17,2,Una industria que se lee bien,"Un día Carsten Korsch, un danés radicado en Perú hace más de 10 años, decidió aventurarse a publicar en formato digital tres libros que había escrito, pero que en papel se habían agotado. Los convirtió a PDF y permitió que la gente los descargara de forma gratuita en internet. Vio que a la gente le gustó y que, entonces, había una oportunidad de negocio. Intentó publicar su obra como libro electrónico (ebook), pero se encontró con un engorroso proceso de conversión del papel a digital y otras trabas como tener que abrir cuentas en las tiendas que venden ese tipo de publicaciones.",Mercado,El Espectador,3/28/2015,NA,Tecnología
17,3,Una industria que se lee bien,"Se le ocurrió ofrecer un servicio en el que se rompieran esas barreras para los autores. A él se unieron dos socios e ingresaron a un proceso de incubación de startups en 2013. La empresa se llamó YoPublico y en menos de un año vieron la necesidad de abrir oficinas en Colombia, Argentina y México, pues al día de hoy completan más de 300 libros publicados y distribución en más de 1.000 tiendas en línea y en 65.000 bibliotecas.",Mercado,El Espectador,3/28/2015,NA,Tecnología
